SOURCE "eits-logging-vpc-flowlogs-log-group-274193347839" START=-3600s END=0s |
fields @timestamp, srcAddr, dstAddr, srcPort, dstPort, action, bytes
| filter dstPort = 445 and protocol = 6 and dstAddr = "10.64.160.245"
| sort @timestamp desc
| limit 100	

@timestamp

srcAddr

dstAddr

srcPort

dstPort

action

bytes

2026-09-25T11:56:04.000-05:00	10.64.160.232	10.64.160.245	49333	445	ACCEPT	5717
2026-09-25T11:56:03.000-05:00	10.54.128.30	10.64.160.245	61506	445	ACCEPT	12680
2026-09-25T11:56:03.000-05:00	10.54.128.30	10.64.160.245	61505	445	ACCEPT	10713
2026-09-25T11:56:03.000-05:00	10.64.160.232	10.64.160.245	49333	445	ACCEPT	484
2026-09-25T11:56:03.000-05:00	10.54.129.84	10.64.160.245	55082	445	ACCEPT	123
2026-09-25T11:56:03.000-05:00	10.64.160.240	10.64.160.245	65453	445	ACCEPT	5685
2026-09-25T11:56:02.000-05:00	10.64.160.244	10.64.160.245	61506	445	ACCEPT	7028
2026-09-25T11:55:48.000-05:00	10.64.160.134	10.64.160.245	61499	445	ACCEPT	7786
2026-09-25T11:55:32.000-05:00	10.64.160.216	10.64.160.245	61612	445	ACCEPT	3705
2026-09-25T11:55:31.000-05:00	10.64.160.244	10.64.160.245	54711	445	ACCEPT	82
2026-09-25T11:55:30.000-05:00	10.64.160.214	10.64.160.245	57335	445	ACCEPT	82
2026-09-25T11:55:30.000-05:00	10.54.129.84	10.64.160.245	54699	445	ACCEPT	123
2026-09-25T11:55:30.000-05:00	10.54.129.84	10.64.160.245	54711	445	ACCEPT	82
2026-09-25T11:55:30.000-05:00	10.64.160.216	10.64.160.245	61612	445	ACCEPT	82
2026-09-25T11:55:30.000-05:00	10.54.129.84	10.64.160.245	55081	445	ACCEPT	123
2026-09-25T11:55:28.000-05:00	10.64.160.214	10.64.160.245	57335	445	ACCEPT	82
2026-09-25T11:55:14.000-05:00	10.64.160.134	10.64.160.245	61507	445	ACCEPT	6852
2026-09-25T11:55:05.000-05:00	10.64.160.134	10.64.160.245	55081	445	ACCEPT	134
2026-09-25T11:55:00.000-05:00	10.54.129.84	10.64.160.245	55082	445	ACCEPT	134
2026-09-25T11:54:31.000-05:00	10.64.160.244	10.64.160.245	54711	445	ACCEPT	134
2026-09-25T11:54:29.000-05:00	10.64.160.214	10.64.160.245	57335	445	ACCEPT	3648
2026-09-25T11:54:29.000-05:00	10.54.129.84	10.64.160.245	54699	445	ACCEPT	134
2026-09-25T11:54:29.000-05:00	10.54.129.84	10.64.160.245	54711	445	ACCEPT	134
2026-09-25T11:54:29.000-05:00	10.64.160.214	10.64.160.245	57335	445	ACCEPT	3648
2026-09-25T11:54:29.000-05:00	10.54.129.84	10.64.160.245	55081	445	ACCEPT	134
2026-09-25T11:54:29.000-05:00	10.64.160.216	10.64.160.245	61612	445	ACCEPT	3664
2026-09-25T11:54:06.000-05:00	10.64.160.134	10.64.160.245	55081	445	ACCEPT	82
2026-09-25T11:53:31.000-05:00	10.64.160.244	10.64.160.245	54711	445	ACCEPT	82
2026-09-25T11:53:30.000-05:00	10.54.129.84	10.64.160.245	55082	445	ACCEPT	82
2026-09-25T11:53:30.000-05:00	10.54.129.84	10.64.160.245	54699	445	ACCEPT	82
2026-09-25T11:53:30.000-05:00	10.54.129.84	10.64.160.245	54711	445	ACCEPT	134
2026-09-25T11:53:28.000-05:00	10.64.160.244	10.64.160.245	54699	445	ACCEPT	41
2026-09-25T11:53:06.000-05:00	10.64.160.134	10.64.160.245	55081	445	ACCEPT	134
2026-09-25T11:53:04.000-05:00	10.54.129.84	10.64.160.245	55081	445	ACCEPT	134
2026-09-25T11:52:42.000-05:00	10.64.160.216	10.64.160.245	56875	445	ACCEPT	260
2026-09-25T11:52:32.000-05:00	10.64.160.244	10.64.160.245	54711	445	ACCEPT	134
2026-09-25T11:52:29.000-05:00	10.54.129.84	10.64.160.245	55082	445	ACCEPT	134
2026-09-25T11:52:29.000-05:00	10.54.129.84	10.64.160.245	54699	445	ACCEPT	134
2026-09-25T11:52:22.000-05:00	10.64.160.244	10.64.160.245	54699	445	ACCEPT	93
2026-09-25T11:52:06.000-05:00	10.64.160.232	10.64.160.245	49234	445	ACCEPT	260
2026-09-25T11:52:06.000-05:00	10.64.160.134	10.64.160.245	55081	445	ACCEPT	82
2026-09-25T11:51:59.000-05:00	10.54.129.84	10.64.160.245	54711	445	ACCEPT	123
2026-09-25T11:51:59.000-05:00	10.54.129.84	10.64.160.245	55081	445	ACCEPT	82
2026-09-25T11:51:59.000-05:00	10.64.160.232	10.64.160.245	49234	445	REJECT	104
2026-09-25T11:51:34.000-05:00	10.64.160.244	10.64.160.245	54711	445	ACCEPT	82
2026-09-25T11:51:29.000-05:00	10.64.160.216	10.64.160.245	56875	445	REJECT	260
2026-09-25T11:51:29.000-05:00	10.64.160.232	10.64.160.245	49234	445	REJECT	156
2026-09-25T11:51:29.000-05:00	10.54.129.84	10.64.160.245	55082	445	ACCEPT	82
2026-09-25T11:51:29.000-05:00	10.54.129.84	10.64.160.245	54699	445	ACCEPT	82
2026-09-25T11:51:06.000-05:00	10.64.160.134	10.64.160.245	55081	445	ACCEPT	134
2026-09-25T11:51:01.000-05:00	10.54.129.84	10.64.160.245	55081	445	ACCEPT	134
2026-09-25T11:51:01.000-05:00	10.54.129.84	10.64.160.245	54711	445	ACCEPT	134
2026-09-25T11:50:33.000-05:00	10.64.160.244	10.64.160.245	54711	445	ACCEPT	134
2026-09-25T11:50:32.000-05:00	10.54.129.84	10.64.160.245	55082	445	ACCEPT	175
2026-09-25T11:50:09.000-05:00	10.64.160.244	10.64.160.245	54699	445	ACCEPT	82
2026-09-25T11:50:07.000-05:00	10.64.160.134	10.64.160.245	55081	445	ACCEPT	82
2026-09-25T11:49:59.000-05:00	10.54.129.84	10.64.160.245	54711	445	ACCEPT	82
2026-09-25T11:49:59.000-05:00	10.54.129.84	10.64.160.245	55081	445	ACCEPT	123
2026-09-25T11:49:59.000-05:00	10.54.129.84	10.64.160.245	54699	445	ACCEPT	134
2026-09-25T11:49:33.000-05:00	10.64.160.240	10.64.160.245	65301	445	ACCEPT	260
2026-09-25T11:49:32.000-05:00	10.64.160.244	10.64.160.245	54711	445	ACCEPT	82
2026-09-25T11:49:29.000-05:00	10.64.160.246	10.64.160.245	61916	445	REJECT	104
2026-09-25T11:49:29.000-05:00	10.54.129.84	10.64.160.245	55082	445	ACCEPT	82
2026-09-25T11:49:29.000-05:00	10.64.160.246	10.64.160.245	61916	445	ACCEPT	260
